slope_deg,elevation_m,lithology_idx,rainfall_3d_mm,rainfall_24h_intensity,soil_moisture_pct,displacement_rate,fault_distance_m,target_class
29.30,1237.12,5.00,51.65,6.75,100.00,0.61,468.23,1
33.47,1493.14,5.00,5.00,7.02,95.81,0.38,376.89,1
34.64,1423.37,5.00,35.06,13.90,100.00,1.91,308.96,2
31.64,1392.13,5.00,102.25,11.62,91.54,0.20,682.87,2
28.37,1425.58,5.00,67.89,10.58,100.00,1.38,407.79,2
35.35,1380.05,5.00,78.53,11.08,100.00,2.88,431.93,2
30.69,1389.98,5.00,64.55,13.51,98.90,3.42,517.03,2
34.17,1194.30,5.00,98.40,11.71,100.00,1.02,609.69,2
32.47,1501.40,5.00,51.01,7.45,97.53,2.16,673.24,2
27.06,1433.58,5.00,53.14,9.03,100.00,1.15,183.15,1
34.46,1513.98,5.00,72.94,4.45,97.10,1.12,646.27,2
27.73,1437.49,5.00,49.13,6.25,100.00,4.85,648.83,2
36.18,1267.72,5.00,81.41,10.48,92.56,1.53,294.57,2
29.66,1356.25,5.00,53.27,11.19,100.00,4.01,311.56,2
31.37,1436.80,5.00,101.10,6.35,100.00,6.42,551.57,2
33.61,1606.11,5.00,54.36,8.57,99.83,0.33,537.80,2
27.69,1564.30,5.00,111.03,13.61,100.00,0.62,490.36,2
37.94,1172.27,5.00,96.96,10.55,100.00,0.33,342.77,2
31.40,1526.64,5.00,67.21,4.25,100.00,5.31,677.33,2
25.56,1075.53,5.00,74.05,7.81,100.00,4.83,482.18,2
32.11,1532.81,5.00,95.99,10.67,100.00,0.07,370.27,2
27.74,1448.97,5.00,56.85,5.23,100.00,0.15,357.44,1
27.28,1451.88,5.00,116.31,11.67,100.00,0.82,578.67,2
30.66,1630.69,5.00,123.51,7.90,90.88,0.18,662.21,2
29.36,1495.92,5.00,96.92,3.37,100.00,0.02,478.50,1
26.95,1532.43,5.00,80.95,7.62,100.00,5.01,427.27,2
27.55,1404.57,5.00,91.27,8.71,100.00,4.76,784.98,2
46.33,454.21,5.00,29.45,5.61,95.34,1.47,405.12,2
47.37,561.53,5.00,27.19,0.50,94.36,3.00,481.50,2
48.14,627.77,5.00,72.41,6.03,100.00,1.38,339.49,2
46.53,615.81,5.00,15.64,4.82,100.00,6.61,258.81,2
44.88,645.14,5.00,37.07,6.66,88.42,3.91,350.42,2
43.87,768.18,5.00,71.39,5.52,98.94,8.84,422.45,2
40.11,544.54,5.00,32.54,0.50,98.35,6.23,540.98,2
45.81,469.31,5.00,35.38,0.50,97.07,6.82,194.56,2
43.45,667.06,5.00,39.29,4.94,100.00,4.18,51.76,2
43.76,918.92,5.00,5.00,2.76,100.00,0.63,611.77,1
45.48,641.04,5.00,36.61,0.50,96.54,2.35,299.31,2
50.39,520.28,5.00,5.00,2.20,100.00,0.72,148.03,2
50.13,820.32,5.00,42.33,3.12,96.74,1.62,353.52,2
45.63,653.53,5.00,34.56,2.05,100.00,1.86,319.42,2
54.23,513.75,5.00,44.55,5.25,100.00,10.62,370.35,3
46.30,455.66,5.00,56.62,3.89,100.00,8.64,346.14,2
45.24,626.11,5.00,28.07,4.63,96.24,0.20,420.96,2
44.48,786.66,5.00,16.02,0.89,97.31,2.98,227.78,2
41.21,447.22,5.00,37.74,3.70,99.66,9.36,352.61,2
43.99,546.26,5.00,49.68,6.94,96.23,0.68,424.84,2
41.64,642.70,5.00,112.45,3.54,100.00,8.32,401.64,3
44.66,604.27,5.00,34.75,0.50,99.73,2.04,225.03,2
42.84,620.70,5.00,5.00,1.16,100.00,0.14,308.55,1
46.10,642.00,5.00,10.67,0.50,100.00,2.63,362.17,2
40.55,920.02,5.00,25.43,3.25,96.55,6.03,317.50,2
47.08,423.66,5.00,46.50,1.63,100.00,1.95,514.70,2
48.97,427.06,5.00,52.17,2.85,100.00,3.02,281.72,2
39.88,591.35,5.00,5.00,0.50,100.00,1.80,430.92,1
45.98,508.75,5.00,5.00,3.21,100.00,2.72,514.31,2
50.12,596.41,5.00,5.00,1.62,100.00,0.94,375.40,2
47.02,660.70,5.00,15.67,3.48,94.32,0.37,448.99,2
37.48,662.10,5.00,14.83,3.23,92.50,19.58,370.21,3
52.42,651.81,5.00,18.97,1.86,100.00,0.11,268.06,2
46.56,743.46,5.00,29.29,2.34,93.38,0.31,533.08,2
48.35,792.48,5.00,5.00,0.50,100.00,15.88,244.16,3
47.25,436.41,5.00,5.00,0.50,100.00,2.99,328.22,2
39.46,629.86,5.00,12.94,4.58,94.56,2.42,645.85,1
38.22,517.83,5.00,27.68,0.81,100.00,1.52,594.20,1
41.19,558.52,5.00,31.23,3.35,95.50,0.61,270.95,2
43.78,605.00,5.00,44.21,0.50,100.00,3.67,262.99,2
48.74,427.82,5.00,37.61,0.50,90.09,4.17,342.92,2
40.82,780.67,5.00,16.77,0.50,86.40,11.03,357.38,3
41.13,406.34,5.00,62.72,1.56,100.00,1.83,645.82,2
46.13,711.02,5.00,33.44,0.50,99.09,1.89,569.02,2
45.36,448.24,5.00,5.00,2.41,95.29,14.65,675.90,3
50.40,628.73,5.00,29.33,0.50,100.00,8.88,128.98,2
44.61,638.34,5.00,47.85,8.67,100.00,13.17,250.62,3
39.87,476.71,5.00,52.01,3.20,100.00,1.51,470.49,2
48.61,498.62,5.00,31.25,1.09,100.00,5.87,451.75,2
50.29,390.33,5.00,66.31,9.39,92.07,0.40,525.71,2
44.98,531.55,5.00,66.20,2.70,100.00,1.95,511.48,2
40.17,400.63,5.00,38.61,2.78,95.70,7.96,531.44,2
46.90,594.11,5.00,78.56,0.50,100.00,2.69,320.85,2
46.12,414.94,5.00,69.40,3.08,100.00,0.54,593.58,2
46.01,797.09,5.00,32.48,1.57,93.01,6.17,431.00,2
51.79,654.77,5.00,41.20,4.16,94.01,0.01,653.49,2
46.33,455.64,5.00,14.43,7.99,100.00,0.35,671.92,2
47.52,532.72,5.00,48.64,3.62,94.01,3.91,487.82,2
45.00,656.82,5.00,9.57,4.38,91.01,1.07,581.50,1
42.70,514.24,5.00,29.85,5.21,98.07,1.74,172.16,2
49.85,557.35,5.00,5.76,3.38,100.00,4.73,703.49,2
45.48,695.67,5.00,41.44,3.90,100.00,1.77,368.73,2
45.61,545.02,5.00,21.38,3.16,99.74,1.82,347.79,2
40.28,529.02,5.00,47.76,0.50,91.44,1.73,420.40,2
43.50,598.40,5.00,49.92,4.89,100.00,4.98,555.38,2
53.71,537.27,5.00,37.94,1.45,100.00,1.99,639.93,2
49.02,418.78,5.00,53.97,3.87,100.00,3.71,306.21,2
46.26,703.08,5.00,101.25,4.49,100.00,4.29,518.37,2
42.82,575.29,5.00,54.24,5.18,93.25,8.19,245.97,2
48.02,398.97,5.00,39.82,4.06,100.00,1.90,294.38,2
48.59,733.64,5.00,24.09,2.27,100.00,6.46,338.54,2
50.27,596.08,5.00,32.82,1.70,98.14,0.34,177.83,2
45.53,672.68,5.00,36.04,3.61,100.00,0.68,446.81,2
45.43,475.46,5.00,37.00,4.91,93.14,0.00,423.12,2
48.47,607.36,5.00,50.81,0.50,100.00,0.81,300.30,2
31.87,547.54,4.00,118.35,1.32,90.91,0.72,770.99,2
31.66,474.39,4.00,40.85,5.06,78.49,2.76,812.02,1
36.93,378.71,4.00,57.04,4.34,83.13,0.99,911.56,1
38.33,572.58,4.00,23.86,6.38,82.76,2.54,842.06,1
41.54,424.18,4.00,39.85,0.50,94.24,4.55,794.32,2
25.09,559.15,4.00,6.42,3.46,95.67,0.50,1211.38,1
41.62,313.95,4.00,40.57,1.29,92.05,0.59,947.27,1
29.81,374.89,4.00,18.00,4.23,76.06,0.96,1013.50,1
40.53,346.59,4.00,88.30,3.44,86.73,1.65,945.76,2
30.30,372.53,4.00,115.86,1.08,82.11,4.07,1109.11,2
28.95,654.35,4.00,58.37,1.65,90.20,3.57,1055.07,1
31.36,418.04,4.00,84.43,5.91,87.46,1.09,596.24,1
29.99,362.81,4.00,52.43,2.83,84.39,0.89,715.43,1
35.31,536.87,4.00,111.27,5.65,97.18,0.09,698.19,2
34.78,340.83,4.00,84.50,4.28,84.84,0.76,684.31,1
31.20,382.77,4.00,95.44,3.95,84.92,3.78,447.35,2
34.70,645.58,4.00,72.92,2.92,79.14,0.63,939.08,1
33.40,574.13,4.00,86.00,3.84,93.82,0.10,524.70,1
32.35,463.25,4.00,54.49,1.08,95.70,0.39,1019.34,1
37.31,366.44,4.00,69.19,5.39,90.06,2.93,819.32,2
29.07,540.79,4.00,45.66,2.83,100.00,0.89,925.28,1
27.20,371.71,4.00,78.87,4.70,85.38,0.30,715.38,1
39.96,512.79,4.00,55.95,4.82,84.10,4.48,900.95,2
42.12,462.98,4.00,52.93,4.69,83.05,1.26,822.05,1
33.59,430.14,4.00,82.66,3.35,80.44,5.10,888.51,2
37.84,528.08,4.00,36.94,5.82,91.69,0.50,726.84,1
40.07,382.19,4.00,53.86,8.30,90.73,2.13,945.44,2
32.36,311.28,4.00,41.83,2.85,82.48,1.22,778.03,1
38.36,555.32,4.00,11.22,6.84,82.84,2.37,1008.55,1
42.26,325.64,4.00,77.17,0.64,86.79,1.92,1111.86,2
38.35,407.27,4.00,90.74,3.88,85.37,0.52,1075.91,1
39.19,378.68,4.00,63.37,0.50,84.47,2.06,1048.46,1
33.45,385.37,4.00,57.04,4.15,91.85,0.85,813.28,1
33.49,636.91,4.00,67.39,2.17,93.54,1.01,973.58,1
30.91,333.48,4.00,129.40,0.79,79.58,5.94,990.17,2
34.95,378.88,4.00,44.91,0.50,77.30,1.07,1165.17,1
38.14,554.97,4.00,47.09,5.95,96.04,0.92,1148.10,1
28.07,402.22,4.00,50.71,2.52,89.59,2.16,778.36,1
34.40,551.82,4.00,68.84,4.09,93.14,0.17,890.84,1
34.10,259.55,4.00,91.33,4.91,80.10,1.37,945.80,1
37.95,510.60,4.00,11.35,3.89,78.16,2.63,780.30,1
32.66,357.02,4.00,14.06,4.68,82.43,2.13,924.48,1
33.72,480.51,4.00,72.94,7.91,87.21,2.29,925.97,2
34.47,343.12,4.00,61.02,5.50,83.79,2.43,825.38,1
30.50,597.11,4.00,72.19,3.21,80.88,1.53,756.73,1
37.00,316.73,4.00,24.48,0.50,86.40,1.31,727.52,1
29.81,259.26,4.00,63.28,2.92,79.63,3.39,837.83,1
34.78,589.76,4.00,83.82,0.50,81.85,2.62,762.72,1
32.32,364.65,4.00,5.00,4.91,86.06,0.82,1025.53,1
33.18,270.60,4.00,88.42,0.50,91.40,0.14,627.72,1
33.67,267.66,4.00,55.69,5.70,80.45,0.27,1001.37,1
34.47,378.48,4.00,51.73,2.87,75.27,1.41,1029.00,1
28.60,493.92,4.00,85.83,1.17,86.24,0.21,924.21,1
34.00,510.41,4.00,8.30,6.16,89.13,1.49,730.61,1
34.20,251.16,4.00,69.96,7.86,88.35,2.43,744.00,2
36.89,566.74,4.00,71.71,1.56,77.23,2.21,741.75,1
36.54,255.60,4.00,86.53,3.13,95.31,0.18,953.71,1
36.99,336.48,4.00,92.54,0.50,81.47,0.23,1073.86,1
35.51,335.55,4.00,102.21,4.33,71.48,1.02,930.90,1
38.13,211.16,4.00,54.97,7.40,90.71,2.36,881.66,2
37.03,475.21,4.00,98.41,7.67,83.59,2.47,1003.04,2
33.15,360.97,4.00,37.30,0.50,68.17,0.63,1059.32,1
35.29,375.68,4.00,20.41,1.45,90.05,3.90,967.27,1
31.14,418.20,4.00,35.40,5.86,83.41,3.49,865.51,1
34.62,553.45,4.00,77.03,8.11,85.88,3.08,1081.91,2
37.44,412.89,4.00,5.00,0.63,91.19,1.62,957.44,1
34.53,261.49,4.00,113.48,2.49,88.65,0.44,1053.40,2
30.97,304.25,4.00,43.60,4.03,89.95,0.28,818.66,1
34.06,234.79,4.00,99.75,4.21,96.29,1.93,840.99,2
27.88,270.93,4.00,72.75,8.55,80.85,0.51,821.84,1
28.82,628.91,4.00,27.66,4.08,93.18,0.60,943.26,1
36.57,419.04,4.00,84.13,0.50,88.93,0.19,761.47,1
37.39,535.50,4.00,29.25,10.49,92.30,1.75,879.74,1
27.19,645.70,4.00,61.43,0.50,82.22,7.89,560.60,2
32.71,174.06,4.00,69.24,8.27,84.15,1.70,946.01,1
51.11,2060.37,1.00,92.25,14.45,86.94,3.99,269.14,2
52.61,2145.02,1.00,82.42,20.89,83.48,4.78,219.58,2
49.65,2111.01,1.00,125.47,20.93,92.55,0.55,482.72,2
52.09,2368.01,1.00,78.17,20.11,87.93,14.74,364.86,3
53.03,2208.16,1.00,99.75,10.73,77.36,0.07,347.66,2
51.48,2039.11,1.00,78.56,14.86,90.91,0.40,425.40,2
58.60,2304.15,1.00,113.49,15.25,89.55,6.53,366.35,3
54.11,2042.33,1.00,93.58,13.85,86.71,2.85,360.21,2
49.62,2175.30,1.00,91.66,10.17,81.93,16.13,175.04,3
55.66,2065.65,1.00,103.95,16.90,91.72,5.61,158.07,2
50.09,2289.62,1.00,107.88,17.90,87.62,2.49,497.87,2
53.13,2010.43,1.00,99.56,15.60,97.37,5.13,276.43,2
56.56,2178.92,1.00,110.91,14.47,89.86,1.76,538.95,2
57.67,2140.27,1.00,153.51,18.08,92.01,2.28,482.96,3
58.94,2157.62,1.00,75.36,10.82,90.13,2.40,214.74,2
59.89,2043.94,1.00,113.58,13.46,92.29,0.84,396.45,2
55.02,2238.75,1.00,108.90,18.61,93.55,10.36,332.41,3
48.01,2102.83,1.00,70.70,11.02,82.59,8.88,181.67,2
54.72,2090.56,1.00,97.72,12.42,88.05,6.58,293.73,2
53.07,2193.89,1.00,61.36,8.35,90.68,3.24,393.80,2
57.18,2203.57,1.00,109.84,15.47,90.04,3.52,381.04,2
46.57,2199.63,1.00,163.29,16.35,98.50,8.89,225.62,3
53.42,2007.32,1.00,151.84,13.03,92.98,9.45,124.89,3
56.88,2130.30,1.00,139.95,15.53,88.95,1.46,280.16,2
52.52,2234.78,1.00,137.85,19.10,78.87,7.45,215.33,3
53.30,2317.91,1.00,148.38,20.22,86.91,1.45,504.61,2
54.92,1945.48,1.00,58.05,10.22,90.15,1.08,247.30,2
52.69,1993.42,1.00,120.94,11.20,83.58,3.47,50.00,2
52.36,2101.52,1.00,105.54,18.50,85.80,3.10,306.76,2
60.97,2370.07,1.00,88.20,17.17,93.10,13.23,230.38,3
53.97,2014.82,1.00,88.30,14.23,90.36,0.70,593.90,2
55.35,2008.80,1.00,133.10,10.19,85.13,1.14,281.30,2
52.95,1993.85,1.00,78.69,18.01,88.67,4.19,273.87,2
54.32,2207.15,1.00,173.15,12.52,81.88,1.37,206.77,2
59.93,2153.68,1.00,90.82,15.52,93.70,1.54,413.19,2
51.11,2371.57,1.00,158.23,16.27,88.53,1.69,474.60,2
51.25,2235.33,1.00,134.67,14.59,84.60,1.09,553.45,2
49.28,2042.14,1.00,123.68,13.30,86.80,2.19,75.90,2
53.83,2175.23,1.00,152.20,20.14,79.00,0.25,50.00,2
57.54,2573.49,1.00,78.79,16.85,84.35,14.25,239.18,3
52.56,2214.97,1.00,82.95,13.58,86.20,5.01,318.99,2
57.31,2156.60,1.00,120.46,14.10,86.40,2.29,363.13,2
52.15,2064.76,1.00,119.71,10.55,92.16,0.61,302.41,2
51.60,2289.61,1.00,136.62,11.64,82.07,3.08,704.08,2
52.57,2177.68,1.00,127.76,16.41,85.62,2.33,577.12,2
54.07,2014.27,1.00,108.22,12.28,83.91,2.95,447.97,2
53.00,2288.06,1.00,103.64,14.55,95.23,1.91,272.97,2
58.55,2265.24,1.00,65.05,18.75,77.57,0.39,454.72,2
57.53,1990.21,1.00,84.43,10.68,83.65,2.38,132.26,2
54.33,2366.73,1.00,176.57,15.79,95.30,1.25,354.81,2
54.81,2164.82,1.00,91.05,21.33,85.72,5.27,315.46,2
50.27,2143.81,1.00,157.70,18.99,96.70,8.88,323.66,3
51.49,2355.10,1.00,158.38,18.06,92.52,0.65,284.79,2
53.03,2069.39,1.00,78.55,13.83,80.19,0.16,633.66,2
57.48,2080.61,1.00,137.73,18.32,82.17,0.47,488.42,2
56.69,2086.71,1.00,109.77,16.70,93.31,0.35,53.35,2
53.44,2213.28,1.00,111.21,15.73,92.16,4.44,532.84,2
58.71,2323.24,1.00,117.18,15.60,93.84,9.27,429.81,3
61.85,1822.88,1.00,104.55,19.26,94.48,0.18,704.85,2
57.98,2197.94,1.00,117.66,12.12,81.66,0.59,368.38,2
53.80,2180.36,1.00,94.61,13.98,94.88,4.64,560.33,2
48.50,2038.12,1.00,52.76,13.15,93.20,6.84,257.92,2
48.30,2216.76,1.00,62.17,17.81,95.31,8.58,114.72,2
57.68,2188.96,1.00,113.47,10.32,86.98,3.66,315.89,2
57.44,2357.51,1.00,122.04,20.33,79.28,0.37,419.89,2
59.62,1900.31,1.00,140.05,12.69,80.37,6.33,496.99,3
58.52,2317.56,1.00,103.40,15.59,83.00,12.86,542.13,3
55.20,2299.22,1.00,90.42,13.54,86.75,1.58,50.00,2
49.57,2156.77,1.00,154.13,16.10,100.00,1.87,172.66,2
56.36,1944.08,1.00,177.67,15.31,83.34,0.39,108.94,2
49.60,2255.50,1.00,108.80,18.76,89.65,2.17,50.00,2
50.57,2169.60,1.00,142.75,12.65,94.97,2.73,254.99,2
52.01,2188.12,1.00,121.75,17.59,85.81,1.71,263.32,2
52.33,2144.65,1.00,143.45,9.70,88.74,7.69,413.74,3
52.03,2156.92,1.00,128.00,10.18,84.31,1.01,215.87,2
35.15,782.37,2.00,5.00,8.09,85.81,0.06,397.87,1
35.36,803.80,2.00,5.00,7.81,90.57,2.88,755.23,1
33.93,699.26,2.00,20.66,0.69,92.61,0.80,533.74,1
35.99,496.35,2.00,5.00,12.87,85.47,2.42,532.77,1
40.80,624.63,2.00,18.21,6.16,84.59,1.72,740.55,1
34.77,747.33,2.00,12.82,8.14,81.05,3.33,583.17,1
39.55,508.28,2.00,31.38,8.96,73.21,0.79,968.24,1
45.49,551.05,2.00,82.49,5.62,84.20,6.53,779.54,2
43.21,442.50,2.00,33.79,7.10,90.48,1.47,523.42,1
40.07,531.97,2.00,79.80,8.83,84.32,1.92,346.88,1
32.48,571.16,2.00,30.65,8.59,82.05,0.88,883.28,1
31.32,420.79,2.00,80.97,13.08,78.87,1.37,648.69,1
36.80,613.90,2.00,34.32,8.89,79.37,4.79,903.13,2
41.42,697.60,2.00,40.40,6.55,87.51,0.38,693.24,1
33.73,500.37,2.00,47.51,5.57,80.48,0.53,553.52,1
38.02,785.31,2.00,30.03,6.67,79.99,2.25,616.54,1
40.70,736.02,2.00,48.28,12.36,85.10,1.83,747.33,1
39.64,615.05,2.00,30.35,4.46,91.72,1.75,747.93,1
36.49,541.21,2.00,52.15,7.14,86.70,1.52,524.86,1
38.68,586.29,2.00,26.27,9.02,84.05,2.67,780.30,1
33.31,611.93,2.00,28.24,9.21,80.95,0.04,855.21,1
36.97,506.31,2.00,5.00,10.65,92.14,2.43,810.88,1
40.02,618.13,2.00,5.00,4.97,81.84,0.09,503.26,1
32.36,704.47,2.00,56.02,4.67,78.72,0.37,534.66,1
35.40,660.68,2.00,41.71,0.50,91.73,3.33,865.46,1
36.85,608.76,2.00,12.17,5.55,79.55,1.48,482.47,1
33.09,804.70,2.00,7.09,10.63,87.73,0.05,378.61,1
36.47,527.22,2.00,32.49,7.43,89.81,3.43,870.56,1
32.19,563.16,2.00,103.88,9.07,99.82,5.94,859.32,2
36.05,564.33,2.00,60.57,6.85,95.64,0.30,655.23,1
39.98,510.84,2.00,19.02,3.85,80.67,2.46,456.86,1
40.02,372.44,2.00,66.55,3.09,80.34,4.32,752.05,1
32.83,853.22,2.00,11.31,8.89,91.96,2.38,566.71,1
35.82,802.73,2.00,10.66,11.40,88.97,7.46,466.46,2
35.62,390.90,2.00,42.06,12.82,88.39,0.12,741.37,1
38.31,728.14,2.00,51.45,5.87,88.79,0.36,718.49,1
38.54,719.98,2.00,62.37,7.13,77.75,0.67,598.23,1
48.47,684.80,2.00,44.49,8.69,94.04,0.43,711.17,1
36.62,597.91,2.00,11.00,11.90,83.35,0.02,754.92,1
39.35,414.19,2.00,46.05,0.50,83.94,1.59,394.17,1
39.74,510.61,2.00,29.80,6.16,83.03,2.32,648.43,1
38.80,408.01,2.00,8.67,5.35,77.06,1.53,575.94,1
37.14,449.25,2.00,41.83,4.13,82.89,1.26,694.09,1
37.56,536.51,2.00,35.33,1.75,90.44,1.59,654.98,1
30.77,800.33,2.00,49.71,5.45,93.02,3.46,611.83,1
39.08,509.64,2.00,5.00,3.73,91.88,0.52,508.14,1
34.84,458.24,2.00,15.16,6.80,78.51,1.19,477.25,1
33.47,663.18,2.00,38.80,6.02,81.46,4.10,439.67,1
32.67,772.93,2.00,27.92,12.09,72.13,1.25,679.31,1
39.47,661.83,2.00,21.29,8.77,90.56,3.26,423.20,1
37.88,717.03,2.00,23.69,4.58,81.98,0.86,650.27,1
38.72,491.23,2.00,19.76,0.50,88.95,0.48,636.74,1
43.04,634.62,2.00,49.14,7.20,81.60,0.19,313.71,1
31.64,714.57,2.00,34.30,3.24,80.79,2.40,659.16,1
32.88,676.22,2.00,74.87,6.16,71.33,0.78,750.51,1
39.14,638.43,2.00,16.67,7.56,91.47,0.20,635.25,1
40.56,571.59,2.00,5.00,0.75,93.17,0.07,742.50,1
32.62,664.61,2.00,5.00,2.99,73.30,0.23,592.66,0
39.13,615.21,2.00,50.17,10.95,91.95,0.23,720.58,1
43.75,625.58,2.00,59.90,7.83,86.85,1.53,579.89,1
31.66,481.50,2.00,51.68,7.69,93.48,1.03,647.68,1
36.51,556.98,2.00,61.56,4.10,81.25,1.59,515.67,1
35.75,473.00,2.00,59.71,5.15,79.09,2.69,654.47,1
31.79,542.26,2.00,29.24,0.50,78.32,1.02,539.37,0
41.16,700.07,2.00,29.59,10.99,89.58,2.41,526.57,1
38.30,592.01,2.00,40.83,9.32,86.29,0.42,684.29,1
34.36,607.76,2.00,66.47,4.92,76.16,1.81,492.12,1
33.20,576.37,2.00,14.28,7.85,78.14,0.44,793.78,1
35.69,614.14,2.00,36.19,0.50,80.75,0.94,591.26,1
40.84,700.33,2.00,91.27,9.40,81.74,0.35,514.13,1
34.19,532.18,2.00,98.35,9.43,92.21,1.64,723.80,1
33.99,513.46,2.00,48.10,3.99,84.20,2.40,871.36,1
33.16,576.60,2.00,66.19,1.41,73.19,1.42,663.41,1
37.77,775.67,2.00,5.00,5.68,80.35,3.61,423.34,1
36.78,677.93,2.00,57.39,5.90,94.72,0.53,329.63,1
33.77,1180.64,4.00,23.68,5.69,68.80,3.22,441.37,1
29.40,921.92,4.00,9.30,3.68,69.10,0.42,277.76,1
31.52,1055.12,4.00,6.68,0.50,55.60,0.63,579.09,1
34.86,883.34,4.00,5.00,8.43,70.57,0.30,715.34,1
31.04,916.63,4.00,5.00,8.76,68.82,1.86,701.32,1
36.61,810.93,4.00,20.52,6.35,69.95,3.14,413.01,1
32.32,1045.56,4.00,8.89,0.87,60.22,0.63,685.56,1
34.16,820.02,4.00,5.00,4.80,72.39,8.54,680.13,2
34.92,900.80,4.00,5.00,2.28,72.77,1.25,525.33,1
33.58,981.50,4.00,50.33,0.50,56.89,2.38,337.62,1
33.24,1065.46,4.00,5.00,4.25,64.67,0.04,357.78,1
33.41,779.39,4.00,77.16,5.36,65.86,1.07,672.27,1
31.79,946.20,4.00,25.44,9.45,68.69,1.96,703.92,1
33.08,1018.03,4.00,29.65,1.63,64.92,1.81,598.83,1
25.45,904.33,4.00,41.91,0.50,69.43,0.44,750.10,1
38.14,976.37,4.00,74.37,0.50,68.76,1.05,754.98,1
35.87,870.62,4.00,17.96,4.69,60.78,1.04,632.22,1
31.65,1101.83,4.00,12.10,11.62,65.76,0.11,588.95,1
36.76,1006.23,4.00,5.00,3.69,53.14,0.34,683.26,1
33.26,1123.23,4.00,5.00,2.84,65.47,0.61,304.94,1
34.58,821.17,4.00,44.91,1.33,51.98,1.67,804.22,1
35.02,958.64,4.00,13.28,2.61,65.31,0.41,602.71,1
36.67,861.70,4.00,33.81,6.59,66.36,2.28,499.30,1
32.79,953.49,4.00,14.18,0.50,63.44,3.73,691.69,1
29.50,1243.23,4.00,5.00,2.30,66.28,1.90,727.91,1
29.88,988.36,4.00,5.00,2.82,76.61,4.15,533.86,1
28.58,1096.16,4.00,5.00,0.50,65.12,1.16,316.32,1
40.19,997.74,4.00,5.00,1.87,61.85,2.71,427.36,1
35.67,1120.90,4.00,21.36,0.50,60.98,1.60,987.04,1
42.88,937.50,4.00,5.00,4.78,61.11,0.14,639.86,1
32.69,897.35,4.00,7.81,0.50,56.11,1.85,775.15,1
35.05,947.82,4.00,13.57,6.98,57.43,0.07,428.10,1
32.27,1138.56,4.00,5.00,0.50,63.47,3.90,603.95,1
28.31,921.72,4.00,5.00,0.50,66.93,1.29,403.92,1
37.39,1062.41,4.00,20.55,4.70,66.43,0.81,604.49,1
31.82,980.27,4.00,5.00,2.43,60.47,4.87,650.15,2
34.05,1072.11,4.00,16.88,6.03,69.16,0.69,535.04,1
29.83,997.04,4.00,17.24,0.50,68.25,0.53,781.89,1
36.18,969.24,4.00,26.66,0.50,48.40,2.99,403.20,1
26.10,1014.56,4.00,5.00,5.13,67.07,2.29,438.79,1
33.08,1178.54,4.00,22.13,7.26,59.44,1.17,481.95,1
37.73,1231.93,4.00,8.37,10.28,65.15,2.52,522.93,1
38.22,922.08,4.00,5.00,1.71,62.19,3.75,420.51,1
31.58,1115.94,4.00,49.33,5.73,60.67,7.16,503.41,2
33.64,985.38,4.00,41.00,0.77,60.23,1.43,453.02,1
29.75,919.50,4.00,7.58,9.47,66.03,0.20,453.88,1
34.61,944.65,4.00,5.00,4.36,64.43,3.75,779.52,1
38.74,1088.96,4.00,5.00,10.43,66.56,1.67,454.73,1
31.31,986.63,4.00,29.40,3.63,74.46,3.03,377.83,1
33.36,1159.76,4.00,5.00,6.89,62.87,0.66,644.65,1
27.96,927.04,4.00,17.19,3.18,65.79,1.91,765.23,1
24.65,912.17,4.00,5.00,0.95,45.77,1.46,559.45,0
33.15,842.72,4.00,5.00,2.08,76.15,2.60,414.51,1
31.86,1218.25,4.00,5.00,0.50,64.10,3.78,918.11,1
32.79,988.34,4.00,17.96,0.93,63.04,5.30,635.59,2
36.34,1074.69,4.00,5.00,1.68,56.84,0.73,592.58,1
29.82,922.82,4.00,24.74,1.92,65.95,0.80,589.17,1
33.64,861.02,4.00,12.03,4.25,55.58,1.56,729.35,1
33.95,905.83,4.00,54.66,5.00,61.02,0.61,664.98,1
25.75,998.48,4.00,7.33,7.21,66.75,2.97,780.13,1
36.41,920.98,4.00,18.23,0.50,63.84,0.77,357.32,1
34.54,917.48,4.00,5.00,6.34,63.98,5.47,506.56,2
33.11,959.05,4.00,36.42,3.81,66.09,2.28,494.46,1
34.52,999.98,4.00,5.00,1.76,61.72,0.97,298.77,1
34.25,973.95,4.00,67.48,2.69,61.91,1.13,739.42,1
26.85,827.72,4.00,5.00,3.32,58.52,1.48,630.85,1
32.36,1222.98,4.00,5.00,3.40,63.38,12.35,606.18,3
36.08,866.42,4.00,5.00,4.64,62.96,7.49,667.75,2
33.35,954.33,4.00,5.00,11.69,68.97,0.42,433.10,1
27.34,1021.56,4.00,5.00,1.60,55.92,1.35,510.24,0
34.36,1061.87,4.00,5.00,4.28,59.32,3.09,656.76,1
31.23,797.61,4.00,32.56,2.64,65.69,0.31,424.61,1
34.94,1013.68,4.00,5.00,0.50,64.83,1.34,698.21,1
39.11,1066.72,4.00,5.00,3.46,61.34,0.21,769.58,1
36.07,1017.00,4.00,38.43,2.49,72.18,1.86,330.42,1
33.65,689.69,3.00,5.00,2.49,76.19,0.10,1121.00,0
35.77,726.80,3.00,25.65,3.56,70.12,0.99,1228.57,1
30.75,730.93,3.00,11.29,4.59,80.06,0.03,1411.60,0
